date,order_id,customer_id,product,product_sku,price,quantity,coupon_code,shipping_city,payment_method,sales_channel,shipping_cost
2024-02-24 19:16,ORD000197,CUST0171,Bluetooth Speaker,ELE-BS-0001,23.54,2,NONE,Windsor,Google Pay,Web,12.88
2024-09-04 19:00,ORD000198,CUST0165,Granola,GRO-G-0023,8.53,2,STUDENT8,Barrie,Debit,Web,9.43
2025-04-04 13:51,ORD000199,CUST0197,Face Cleanser,BEA-FC-0013,21.8,2,VIP20,Sudbury,Debit,Mobile,10.94
2025-03-24 18:02,ORD000200,CUST0163,Granola,GRO-G-0023,8.66,1,NONE,Ottawa,Apple Pay,Web,8.93
2024-01-12 22:48,ORD000201,CUST0078,Granola,GRO-G-0023,9.05,1,NONE,Burlington,Apple Pay,Mobile,7.59
2024-01-07 11:13,ORD000202,CUST0258,Conditioner,BEA-C-0016,28.38,2,NONE,Hamilton,Google Pay,Mobile,9.55
2024-04-04 21:00,ORD000203,CUST0226,Vacuum Filters,HOM-VF-0008,36.42,1,NONE,Brampton,Credit Card,Mobile,10.08
2025-10-14 12:33,ORD000204,CUST0074,Storage Bins,HOM-SB-0012,66.04,3,FREESHIP,Toronto,Apple Pay,Marketplace,6.94
2024-05-07 19:12,ORD000205,CUST0241,Wireless Earbuds,ELE-WE-0002,99.84,1,SAVE15,Mississauga,PayPal,Web,11.27
2024-02-29 14:18,ORD000206,CUST0204,Kitchen Scale,HOM-KS-0009,62.31,1,BUNDLE12,Thunder Bay,Credit Card,Mobile,9.88
2024-09-09 22:55,ORD000207,CUST0195,Phone Charger,ELE-PC-0003,25.19,1,BUNDLE12,Oshawa,PayPal,Web,11.11
2024-09-19 19:32,ORD000208,CUST0019,Storage Bins,HOM-SB-0012,65.85,5,NONE,Oshawa,Google Pay,Web,7.18
2025-02-23 19:37,ORD000209,CUST0148,Storage Bins,HOM-SB-0012,65.15,2,NONE,Waterloo,Debit,Web,9.43
2025-06-09 14:36,ORD000210,CUST0051,Smartwatch Band,ELE-SB-0005,56.97,2,NONE,Oakville,Credit Card,Mobile,10.99
2025-08-13 12:09,ORD000211,CUST0154,Portable SSD,ELE-PS-0006,130.93,2,NONE,London,Credit Card,Web,9.86
2024-07-31 12:17,ORD000212,CUST0029,Water Bottle,HOM-WB-0010,14.55,1,NONE,Kingston,PayPal,Web,8.88
2024-07-01 12:25,ORD000213,CUST0221,Protein Bar Box,GRO-PBB-0024,19.16,4,BUNDLE12,Windsor,Debit,Mobile,11.72
2025-03-11 20:37,ORD000214,CUST0211,USB-C Cable,ELE-UC-0004,116.91,1,NONE,Whitby,Google Pay,Web,8.09
2024-01-10 09:57,ORD000215,CUST0090,Green Tea,GRO-GT-0020,8.98,3,NONE,London,Credit Card,Mobile,10.02
2024-03-19 08:59,ORD000216,CUST0124,Desk Organizer,OFF-DO-0035,58.97,4,STUDENT8,Thunder Bay,Apple Pay,Mobile,9.54
2025-05-19 14:42,ORD000217,CUST0237,Dish Towels,HOM-DT-0011,45.94,1,NONE,Waterloo,PayPal,Mobile,9.48
2025-01-25 10:27,ORD000218,CUST0005,Face Cleanser,BEA-FC-0013,20.32,1,FREESHIP,Guelph,Apple Pay,Web,8.01
2025-01-02 19:16,ORD000219,CUST0081,Storage Bins,HOM-SB-0012,69.31,1,NONE,Oshawa,Credit Card,Mobile,6.96
2024-04-28 21:49,ORD000220,CUST0154,Gym Gloves,SPO-GG-0028,104.05,3,FREESHIP,Windsor,Apple Pay,Web,9.33
2025-06-06 17:14,ORD000221,CUST0155,Mouse Pad,OFF-MP-0034,206.34,3,FLASH5,Barrie,Debit,Mobile,10.09
2025-09-17 13:51,ORD000222,CUST0055,Olive Oil,GRO-OO-0022,21.47,4,NONE,Niagara Falls,Debit,Web,10.78
2025-09-22 14:48,ORD000223,CUST0184,Protein Bar Box,GRO-PBB-0024,20.63,1,STUDENT8,Sudbury,Google Pay,Mobile,10.37
2024-12-25 21:06,ORD000224,CUST0012,Coffee Beans,GRO-CB-0019,9.77,4,FLASH5,Cambridge,Apple Pay,Web,8.63
2025-04-10 09:28,ORD000225,CUST0290,Kitchen Scale,HOM-KS-0009,66.75,2,FLASH5,Toronto,Credit Card,Marketplace,5.27
2025-11-13 12:32,ORD000226,CUST0118,Kitchen Scale,HOM-KS-0009,63.94,2,FREESHIP,Cambridge,Google Pay,Mobile,7.93
2024-07-04 15:00,ORD000227,CUST0098,Mechanical Keyboard,OFF-MK-0033,126.0,2,NONE,Waterloo,Google Pay,Mobile,9.35
2025-02-08 21:38,ORD000228,CUST0050,Yoga Mat,SPO-YM-0025,101.23,3,NONE,Hamilton,Credit Card,Mobile,5.77
2025-07-19 19:16,ORD000229,CUST0018,Yoga Mat,SPO-YM-0025,114.37,1,STUDENT8,Barrie,Google Pay,Mobile,8.28
2024-03-10 15:18,ORD000230,CUST0047,Lip Balm,BEA-LB-0018,36.87,1,NONE,Hamilton,PayPal,Web,9.05
2025-04-13 13:39,ORD000231,CUST0090,Wireless Earbuds,ELE-WE-0002,121.74,1,NONE,Oakville,Debit,Mobile,9.69
2025-05-30 20:13,ORD000232,CUST0188,Granola,GRO-G-0023,8.0,1,STUDENT8,Oshawa,Google Pay,Mobile,10.19
2025-08-16 10:30,ORD000233,CUST0132,Dish Towels,HOM-DT-0011,48.85,1,FLASH5,London,Apple Pay,Mobile,8.99
2025-06-25 17:37,ORD000234,CUST0059,Laptop Stand,OFF-LS-0036,176.64,3,NONE,Kingston,Apple Pay,Web,8.74
2024-07-01 08:17,ORD000235,CUST0116,Notebook Set,OFF-NS-0031,168.8,3,NONE,Hamilton,Apple Pay,Web,6.84
2024-06-09 08:05,ORD000236,CUST0203,Smartwatch Band,ELE-SB-0005,63.8,1,BUNDLE12,Mississauga,Credit Card,Marketplace,11.71
2024-05-16 17:15,ORD000237,CUST0064,Pasta,GRO-P-0021,7.52,1,FLASH5,Oshawa,Apple Pay,Marketplace,8.53
2024-09-10 13:44,ORD000238,CUST0300,Protein Bar Box,GRO-PBB-0024,18.65,1,NONE,Guelph,Apple Pay,Web,7.11
2025-08-03 20:36,ORD000239,CUST0120,Granola,GRO-G-0023,8.98,1,NONE,Brampton,Apple Pay,Web,11.63
2026-01-12 14:49,ORD000240,CUST0288,USB-C Cable,ELE-UC-0004,101.58,3,NONE,Thunder Bay,PayPal,Web,10.34
2024-07-06 16:30,ORD000241,CUST0238,Dish Towels,HOM-DT-0011,47.12,1,VIP20,Mississauga,PayPal,Web,9.32
2024-08-07 21:55,ORD000242,CUST0072,Pasta,GRO-P-0021,7.24,2,NONE,Brampton,Credit Card,Web,11.59
2025-11-26 18:19,ORD000243,CUST0253,Gym Gloves,SPO-GG-0028,107.72,1,NONE,Cambridge,Credit Card,Mobile,8.67
2025-09-30 22:17,ORD000244,CUST0276,Mouse Pad,OFF-MP-0034,190.93,4,NONE,Waterloo,Debit,Web,9.14
2025-05-06 15:13,ORD000245,CUST0190,Green Tea,GRO-GT-0020,9.4,2,NONE,Barrie,Google Pay,Marketplace,10.88
2025-01-18 19:56,ORD000246,CUST0080,Phone Charger,ELE-PC-0003,24.24,1,NONE,Sudbury,Apple Pay,Web,11.7
2024-10-15 08:23,ORD000247,CUST0209,Granola,GRO-G-0023,8.58,1,WELCOME10,Niagara Falls,PayPal,Web,11.33
2025-05-08 13:33,ORD000248,CUST0112,Kitchen Scale,HOM-KS-0009,70.04,1,NONE,Windsor,Apple Pay,Mobile,8.28
2024-03-26 19:23,ORD000249,CUST0186,Notebook Set,OFF-NS-0031,197.05,1,FREESHIP,Waterloo,Credit Card,Web,11.5
2024-02-01 14:20,ORD000250,CUST0184,Desk Organizer,OFF-DO-0035,51.64,1,BUNDLE12,Oshawa,Credit Card,Web,8.52
2024-03-19 13:51,ORD000251,CUST0098,Desk Organizer,OFF-DO-0035,54.7,2,NONE,Guelph,Credit Card,Web,6.85
2024-09-10 10:07,ORD000252,CUST0109,Protein Bar Box,GRO-PBB-0024,20.48,1,NONE,Mississauga,Google Pay,Mobile,10.97
2025-12-09 10:10,ORD000253,CUST0171,Coffee Beans,GRO-CB-0019,8.76,2,NONE,Ottawa,Debit,Mobile,9.24
2025-07-12 22:47,ORD000254,CUST0106,Protein Bar Box,GRO-PBB-0024,20.06,1,NONE,Sudbury,Credit Card,Mobile,9.94
2024-09-15 18:49,ORD000255,CUST0111,Mouse Pad,OFF-MP-0034,195.29,2,VIP20,Sudbury,Debit,Mobile,8.11
2025-11-18 18:36,ORD000256,CUST0002,Laptop Stand,OFF-LS-0036,182.03,5,BUNDLE12,Hamilton,PayPal,Web,5.94
2024-04-18 14:52,ORD000257,CUST0277,Cycling Lights,SPO-CL-0030,145.6,3,SAVE15,Hamilton,PayPal,Web,5.83
2025-10-27 21:04,ORD000258,CUST0014,Conditioner,BEA-C-0016,26.68,2,NONE,Brampton,Debit,Web,11.91
2025-01-29 09:46,ORD000259,CUST0122,Dish Towels,HOM-DT-0011,45.44,1,NONE,Windsor,Google Pay,Mobile,10.22
2024-10-03 19:55,ORD000260,CUST0090,Gym Gloves,SPO-GG-0028,109.12,1,NONE,Toronto,PayPal,Mobile,4.56
2024-11-09 18:56,ORD000261,CUST0216,Dish Towels,HOM-DT-0011,43.19,1,NONE,Hamilton,Google Pay,Web,5.93
2024-10-15 11:15,ORD000262,CUST0244,Mechanical Keyboard,OFF-MK-0033,132.25,2,WELCOME10,Mississauga,Apple Pay,Web,8.42
2024-05-03 08:07,ORD000263,CUST0056,Face Cleanser,BEA-FC-0013,21.49,1,BUNDLE12,Whitby,Apple Pay,Web,8.89
2024-08-14 16:52,ORD000264,CUST0023,Phone Charger,ELE-PC-0003,27.63,1,NONE,Thunder Bay,Google Pay,Mobile,13.25
2024-09-07 18:22,ORD000265,CUST0016,Portable SSD,ELE-PS-0006,136.86,2,FLASH5,Barrie,Credit Card,Mobile,11.74
2025-06-25 22:13,ORD000266,CUST0219,Kitchen Scale,HOM-KS-0009,59.28,1,NONE,Burlington,Credit Card,Mobile,4.53
2025-03-01 10:08,ORD000267,CUST0038,Mouse Pad,OFF-MP-0034,187.24,1,FREESHIP,Barrie,Credit Card,Mobile,9.06
2025-02-01 15:37,ORD000268,CUST0076,Face Cleanser,BEA-FC-0013,23.29,1,BUNDLE12,Thunder Bay,Credit Card,Web,12.09
2024-03-29 21:10,ORD000269,CUST0300,Dish Towels,HOM-DT-0011,44.11,2,NONE,Guelph,Google Pay,Web,5.98
2025-05-28 16:45,ORD000270,CUST0272,Mechanical Keyboard,OFF-MK-0033,132.64,1,BUNDLE12,Burlington,PayPal,Web,5.59
2025-07-29 21:49,ORD000271,CUST0221,Wireless Earbuds,ELE-WE-0002,115.17,3,FREESHIP,Whitby,Credit Card,Web,8.25
2024-11-19 10:16,ORD000272,CUST0111,Gel Pens,OFF-GP-0032,36.38,2,WELCOME10,Oshawa,Apple Pay,Web,7.67
2025-08-10 21:46,ORD000273,CUST0212,Protein Bar Box,GRO-PBB-0024,21.17,3,NONE,Waterloo,PayPal,Web,13.76
2025-10-30 10:03,ORD000274,CUST0213,Notebook Set,OFF-NS-0031,200.83,2,FREESHIP,Burlington,Credit Card,Mobile,6.95
2024-07-12 15:33,ORD000275,CUST0161,Gym Gloves,SPO-GG-0028,108.1,1,BUNDLE12,Oakville,PayPal,Web,6.86
2025-07-26 19:05,ORD000276,CUST0243,Running Socks,SPO-RS-0027,127.27,2,NONE,Hamilton,Credit Card,Web,6.32
2025-02-27 21:34,ORD000277,CUST0048,Water Bottle,HOM-WB-0010,15.79,4,NONE,Mississauga,Apple Pay,Web,7.55
2024-07-08 15:42,ORD000278,CUST0067,Dish Towels,HOM-DT-0011,44.93,1,NONE,Windsor,Google Pay,Web,8.9
2025-01-16 16:08,ORD000279,CUST0288,Gym Gloves,SPO-GG-0028,116.86,1,NONE,Sudbury,Google Pay,Mobile,8.31
2024-02-10 14:12,ORD000280,CUST0211,Smartwatch Band,ELE-SB-0005,55.38,1,NONE,Brampton,PayPal,Web,12.69
2025-03-31 20:52,ORD000281,CUST0148,Cycling Lights,SPO-CL-0030,136.63,2,NONE,Ottawa,Google Pay,Web,6.35
2025-06-03 16:26,ORD000282,CUST0054,Mechanical Keyboard,OFF-MK-0033,131.68,2,FLASH5,Windsor,Google Pay,Marketplace,9.58
2025-09-30 11:17,ORD000283,CUST0247,Smartwatch Band,ELE-SB-0005,64.15,1,NONE,Hamilton,Debit,Web,9.41
2025-10-16 16:38,ORD000284,CUST0285,Notebook Set,OFF-NS-0031,220.98,1,NONE,Windsor,PayPal,Web,9.62
2024-04-27 16:56,ORD000285,CUST0294,Pasta,GRO-P-0021,6.8,2,STUDENT8,Guelph,Debit,Mobile,9.05
2024-12-15 15:01,ORD000286,CUST0286,Sunscreen,BEA-S-0017,33.3,3,NONE,Oshawa,Credit Card,Marketplace,10.26
2024-12-22 12:48,ORD000287,CUST0093,Dish Towels,HOM-DT-0011,38.13,2,NONE,Toronto,PayPal,Web,7.41
2025-09-02 20:54,ORD000288,CUST0180,Conditioner,BEA-C-0016,27.41,1,NONE,Kingston,Credit Card,Mobile,12.21
2024-02-10 22:22,ORD000289,CUST0290,Coffee Beans,GRO-CB-0019,9.15,1,SAVE15,Hamilton,Apple Pay,Mobile,9.07
2024-01-07 11:36,ORD000290,CUST0016,Gel Pens,OFF-GP-0032,38.34,3,NONE,Hamilton,Credit Card,Mobile,5.98
2025-04-23 18:10,ORD000291,CUST0215,Phone Charger,ELE-PC-0003,25.28,2,NONE,Burlington,Apple Pay,Mobile,9.06
2024-01-31 11:48,ORD000292,CUST0190,Conditioner,BEA-C-0016,26.24,1,NONE,London,PayPal,Mobile,10.89
2024-12-28 18:41,ORD000293,CUST0044,Bluetooth Speaker,ELE-BS-0001,22.9,5,NONE,Sudbury,Credit Card,Web,11.31
2024-05-04 12:41,ORD000294,CUST0026,Laptop Stand,OFF-LS-0036,182.88,1,SAVE15,London,Credit Card,Web,8.69
2025-03-06 21:51,ORD000295,CUST0218,Cycling Lights,SPO-CL-0030,144.74,1,NONE,Barrie,Apple Pay,Mobile,9.42
2025-11-04 20:21,ORD000296,CUST0140,Protein Bar Box,GRO-PBB-0024,21.02,1,NONE,Oakville,Debit,Web,7.71
2025-01-17 19:20,ORD000297,CUST0221,Green Tea,GRO-GT-0020,9.96,3,NONE,Windsor,Credit Card,Mobile,11.39
2024-05-18 11:50,ORD000298,CUST0250,Granola,GRO-G-0023,8.15,3,NONE,Sudbury,Google Pay,Mobile,10.61
2025-06-03 19:04,ORD000299,CUST0113,Running Socks,SPO-RS-0027,113.85,5,NONE,Ottawa,Apple Pay,Mobile,8.16
2024-09-02 12:53,ORD000300,CUST0105,Lip Balm,BEA-LB-0018,40.85,2,NONE,Toronto,PayPal,Web,9.91
2025-08-04 08:50,ORD000301,CUST0131,Dish Towels,HOM-DT-0011,45.14,2,NONE,Hamilton,PayPal,Web,5.94
2024-08-15 13:10,ORD000302,CUST0004,Dish Towels,HOM-DT-0011,45.29,1,NONE,Brampton,Apple Pay,Web,9.73
2025-04-09 10:52,ORD000303,CUST0067,Vacuum Filters,HOM-VF-0008,39.29,2,NONE,London,Apple Pay,Marketplace,6.62
2025-05-25 16:07,ORD000304,CUST0287,Sunscreen,BEA-S-0017,38.95,1,NONE,Whitby,PayPal,Mobile,7.86
2024-11-18 18:04,ORD000305,CUST0022,Coffee Beans,GRO-CB-0019,8.53,1,NONE,Burlington,Apple Pay,Web,8.71
2025-07-19 17:41,ORD000306,CUST0040,Kitchen Scale,HOM-KS-0009,68.89,5,NONE,Barrie,PayPal,Mobile,8.09
2024-02-26 21:46,ORD000307,CUST0208,Protein Bar Box,GRO-PBB-0024,21.77,1,NONE,Sudbury,Apple Pay,Web,10.09
2024-01-25 12:00,ORD000308,CUST0208,Pasta,GRO-P-0021,7.05,2,FLASH5,Brampton,Credit Card,Web,12.38
2024-07-12 22:39,ORD000309,CUST0236,Conditioner,BEA-C-0016,27.32,1,BUNDLE12,London,PayPal,Mobile,10.56
2024-12-20 15:02,ORD000310,CUST0055,Coffee Beans,GRO-CB-0019,9.21,1,NONE,Oakville,Debit,Web,8.68
2025-01-09 09:41,ORD000311,CUST0206,Gym Gloves,SPO-GG-0028,109.92,3,NONE,Sudbury,Google Pay,Web,9.2
2025-03-26 15:22,ORD000312,CUST0159,Green Tea,GRO-GT-0020,9.61,1,WELCOME10,Burlington,PayPal,Mobile,7.42
2025-02-06 12:18,ORD000313,CUST0087,Vacuum Filters,HOM-VF-0008,37.34,1,NONE,Kingston,Credit Card,Mobile,8.95
2025-07-19 11:19,ORD000314,CUST0262,Conditioner,BEA-C-0016,27.01,2,WELCOME10,Whitby,Debit,Mobile,8.1
2024-01-30 22:03,ORD000315,CUST0076,Waterproof Jacket,SPO-WJ-0029,71.17,2,NONE,Windsor,Debit,Web,9.83
2024-12-19 22:10,ORD000316,CUST0132,Laptop Stand,OFF-LS-0036,178.01,4,WELCOME10,Hamilton,Debit,Web,7.41
2024-12-08 15:49,ORD000317,CUST0079,Olive Oil,GRO-OO-0022,21.42,2,SAVE15,Thunder Bay,Credit Card,Web,11.75
2025-07-30 18:18,ORD000318,CUST0238,Mechanical Keyboard,OFF-MK-0033,130.96,1,NONE,Niagara Falls,Google Pay,Web,9.34
2025-09-15 15:11,ORD000319,CUST0166,Vacuum Filters,HOM-VF-0008,37.08,3,FREESHIP,Sudbury,PayPal,Mobile,8.24
2025-09-23 14:09,ORD000320,CUST0035,Mechanical Keyboard,OFF-MK-0033,124.29,1,SAVE15,Barrie,Apple Pay,Web,10.23
2025-03-27 22:24,ORD000321,CUST0141,Granola,GRO-G-0023,9.32,1,FREESHIP,Cambridge,Google Pay,Marketplace,10.17
2025-05-16 14:27,ORD000322,CUST0260,Conditioner,BEA-C-0016,29.58,1,NONE,Windsor,Credit Card,Marketplace,12.18
2025-03-30 16:12,ORD000323,CUST0232,Vacuum Filters,HOM-VF-0008,31.91,1,NONE,Barrie,Credit Card,Web,8.58
2024-04-09 20:22,ORD000324,CUST0147,Moisturizer,BEA-M-0014,21.0,2,NONE,Windsor,Credit Card,Web,12.02
2024-11-21 19:43,ORD000325,CUST0260,Moisturizer,BEA-M-0014,19.91,1,WELCOME10,Thunder Bay,Apple Pay,Web,12.37
2025-06-08 16:48,ORD000326,CUST0284,Water Bottle,HOM-WB-0010,18.33,2,NONE,Sudbury,Credit Card,Web,8.0
2025-02-01 17:34,ORD000327,CUST0097,Waterproof Jacket,SPO-WJ-0029,74.19,3,FREESHIP,Sudbury,PayPal,Mobile,8.82
2024-08-17 08:19,ORD000328,CUST0078,LED Bulb Pack,HOM-LBP-0007,19.72,1,NONE,Whitby,Credit Card,Mobile,6.57
2025-11-23 17:58,ORD000329,CUST0176,Laptop Stand,OFF-LS-0036,187.11,3,NONE,Brampton,Credit Card,Marketplace,11.15
2024-02-02 14:57,ORD000330,CUST0127,Bluetooth Speaker,ELE-BS-0001,24.02,3,NONE,Ottawa,Apple Pay,Web,9.56
2025-04-01 18:07,ORD000331,CUST0268,Face Cleanser,BEA-FC-0013,23.42,1,FREESHIP,Whitby,Google Pay,Marketplace,7.73
2025-05-03 20:33,ORD000332,CUST0191,Resistance Bands,SPO-RB-0026,81.76,2,SAVE15,Windsor,PayPal,Web,9.49
2025-01-27 14:04,ORD000333,CUST0174,Conditioner,BEA-C-0016,25.79,1,STUDENT8,Oakville,Google Pay,Web,11.24
2025-07-24 17:43,ORD000334,CUST0034,Phone Charger,ELE-PC-0003,26.34,5,NONE,Kingston,PayPal,Web,11.28
2024-12-25 11:46,ORD000335,CUST0198,Pasta,GRO-P-0021,7.84,1,WELCOME10,Oshawa,PayPal,Mobile,9.66
2025-11-30 16:46,ORD000336,CUST0077,Storage Bins,HOM-SB-0012,64.83,2,NONE,Thunder Bay,PayPal,Marketplace,9.05
2024-01-15 20:57,ORD000337,CUST0073,Cycling Lights,SPO-CL-0030,133.37,2,NONE,Sudbury,PayPal,Marketplace,8.62
2024-08-10 21:02,ORD000338,CUST0067,Waterproof Jacket,SPO-WJ-0029,81.64,4,NONE,Burlington,Google Pay,Mobile,6.38
2024-02-19 18:30,ORD000339,CUST0287,Olive Oil,GRO-OO-0022,23.53,3,WELCOME10,Cambridge,Apple Pay,Mobile,9.21
2024-01-19 14:54,ORD000340,CUST0270,Shampoo,BEA-S-0015,31.2,4,NONE,Hamilton,Credit Card,Web,8.99
2024-12-17 11:46,ORD000341,CUST0186,Cycling Lights,SPO-CL-0030,146.34,2,NONE,Whitby,Credit Card,Mobile,6.25
2024-05-16 12:09,ORD000342,CUST0093,Sunscreen,BEA-S-0017,32.59,2,NONE,Cambridge,Debit,Mobile,10.34
2025-03-31 18:21,ORD000343,CUST0099,Portable SSD,ELE-PS-0006,121.33,1,BUNDLE12,Niagara Falls,Debit,Web,12.94
2025-03-13 15:54,ORD000344,CUST0040,Protein Bar Box,GRO-PBB-0024,21.45,1,SAVE15,Hamilton,PayPal,Web,7.83
2025-02-07 12:29,ORD000345,CUST0277,Dish Towels,HOM-DT-0011,54.09,4,WELCOME10,Whitby,Google Pay,Web,5.14
2025-11-23 18:17,ORD000346,CUST0068,Shampoo,BEA-S-0015,27.93,1,NONE,Kingston,Google Pay,Mobile,10.92
2024-10-04 09:55,ORD000347,CUST0084,Gel Pens,OFF-GP-0032,39.65,3,STUDENT8,Hamilton,Debit,Web,6.73
2025-02-06 20:59,ORD000348,CUST0023,Smartwatch Band,ELE-SB-0005,64.4,1,NONE,Barrie,Apple Pay,Mobile,10.84
2025-09-19 20:28,ORD000349,CUST0228,Notebook Set,OFF-NS-0031,219.64,3,NONE,Waterloo,Google Pay,Web,9.69
2024-09-27 10:36,ORD000350,CUST0120,Green Tea,GRO-GT-0020,9.86,1,NONE,Barrie,Google Pay,Web,10.17
2025-06-19 15:41,ORD000351,CUST0241,USB-C Cable,ELE-UC-0004,112.11,1,VIP20,Cambridge,Debit,Web,10.29
2025-08-03 22:52,ORD000352,CUST0226,Gel Pens,OFF-GP-0032,38.77,1,NONE,Sudbury,Apple Pay,Web,9.53
2025-11-10 14:38,ORD000353,CUST0258,Water Bottle,HOM-WB-0010,15.35,2,FLASH5,Burlington,Google Pay,Web,6.34
2024-02-07 10:35,ORD000354,CUST0103,Coffee Beans,GRO-CB-0019,9.86,1,NONE,London,Google Pay,Web,9.12
2025-02-14 10:13,ORD000355,CUST0027,Wireless Earbuds,ELE-WE-0002,98.89,3,SAVE15,Guelph,Apple Pay,Web,8.23
2024-07-20 18:33,ORD000356,CUST0053,Granola,GRO-G-0023,9.58,1,NONE,Oshawa,Google Pay,Mobile,7.95
2025-07-13 11:46,ORD000357,CUST0043,Pasta,GRO-P-0021,7.62,1,NONE,Cambridge,Debit,Web,8.19
2024-03-28 09:39,ORD000358,CUST0263,Olive Oil,GRO-OO-0022,24.21,1,FLASH5,Barrie,Debit,Mobile,10.72
2025-08-15 09:58,ORD000359,CUST0114,Resistance Bands,SPO-RB-0026,90.86,2,STUDENT8,Mississauga,Apple Pay,Mobile,8.68
2025-07-28 08:11,ORD000360,CUST0213,Sunscreen,BEA-S-0017,31.88,1,BUNDLE12,Toronto,Credit Card,Marketplace,7.82
2025-06-27 11:17,ORD000361,CUST0192,Moisturizer,BEA-M-0014,19.13,2,NONE,Whitby,Debit,Web,9.24
2024-06-16 10:52,ORD000362,CUST0192,Mechanical Keyboard,OFF-MK-0033,113.42,1,NONE,Mississauga,Debit,Mobile,8.47
2025-10-20 19:15,ORD000363,CUST0051,Mechanical Keyboard,OFF-MK-0033,117.02,1,NONE,Kingston,PayPal,Marketplace,8.7
2024-11-08 12:07,ORD000364,CUST0020,Green Tea,GRO-GT-0020,9.69,3,SAVE15,Hamilton,PayPal,Mobile,8.75
2024-04-22 19:52,ORD000365,CUST0241,Laptop Stand,OFF-LS-0036,186.06,1,NONE,Hamilton,Apple Pay,Web,6.32
2024-03-09 13:55,ORD000366,CUST0010,Moisturizer,BEA-M-0014,19.92,1,NONE,Mississauga,PayPal,Web,11.14
2025-11-09 11:32,ORD000367,CUST0281,Dish Towels,HOM-DT-0011,44.05,1,NONE,Hamilton,Google Pay,Mobile,5.78
2025-02-07 20:23,ORD000368,CUST0148,Granola,GRO-G-0023,8.51,3,STUDENT8,Brampton,Debit,Mobile,12.0
2025-02-15 21:40,ORD000369,CUST0025,Water Bottle,HOM-WB-0010,16.36,4,NONE,Brampton,Debit,Web,9.96
2024-04-07 16:34,ORD000370,CUST0235,Cycling Lights,SPO-CL-0030,126.88,2,NONE,Thunder Bay,Credit Card,Web,9.29
2024-08-06 20:46,ORD000371,CUST0275,Moisturizer,BEA-M-0014,21.29,2,WELCOME10,Niagara Falls,Credit Card,Web,12.86
2025-02-17 12:33,ORD000372,CUST0150,Storage Bins,HOM-SB-0012,75.37,1,NONE,Hamilton,Apple Pay,Web,5.77
2024-04-09 18:59,ORD000373,CUST0181,Storage Bins,HOM-SB-0012,71.47,4,NONE,Thunder Bay,Debit,Mobile,9.13
2025-09-01 21:24,ORD000374,CUST0044,Phone Charger,ELE-PC-0003,26.36,3,STUDENT8,London,Google Pay,Web,10.25
2025-10-11 11:08,ORD000375,CUST0270,Yoga Mat,SPO-YM-0025,106.99,1,NONE,Mississauga,Google Pay,Web,8.55
2025-11-20 10:51,ORD000376,CUST0241,Running Socks,SPO-RS-0027,106.31,2,NONE,Burlington,Credit Card,Mobile,6.76
2024-09-04 19:16,ORD000377,CUST0130,Portable SSD,ELE-PS-0006,118.53,4,STUDENT8,Windsor,Credit Card,Web,12.16
2024-05-30 22:31,ORD000378,CUST0177,Mouse Pad,OFF-MP-0034,198.96,2,NONE,Mississauga,Debit,Web,8.01
2024-10-22 18:49,ORD000379,CUST0171,Protein Bar Box,GRO-PBB-0024,19.41,1,NONE,Sudbury,Debit,Web,9.97
2024-12-03 13:18,ORD000380,CUST0280,Olive Oil,GRO-OO-0022,24.39,1,NONE,Windsor,PayPal,Web,12.97
2025-11-21 21:41,ORD000381,CUST0246,Olive Oil,GRO-OO-0022,21.63,1,SAVE15,Barrie,Debit,Mobile,11.48
2025-11-24 12:08,ORD000382,CUST0235,Wireless Earbuds,ELE-WE-0002,117.41,4,NONE,Mississauga,Credit Card,Web,13.01
2025-11-10 11:49,ORD000383,CUST0023,Conditioner,BEA-C-0016,29.42,3,FLASH5,Kitchener,Debit,Web,10.68
2024-07-23 11:21,ORD000384,CUST0159,Pasta,GRO-P-0021,7.11,1,NONE,Kingston,Google Pay,Mobile,11.54
2024-01-03 21:37,ORD000385,CUST0243,Protein Bar Box,GRO-PBB-0024,19.79,1,NONE,Oshawa,PayPal,Web,9.22
2025-09-12 22:19,ORD000386,CUST0147,Laptop Stand,OFF-LS-0036,202.34,1,NONE,Kitchener,PayPal,Marketplace,8.8
2025-06-18 16:20,ORD000387,CUST0140,Coffee Beans,GRO-CB-0019,8.74,1,NONE,Kingston,Credit Card,Web,9.65
2025-01-23 11:45,ORD000388,CUST0205,Gel Pens,OFF-GP-0032,38.78,1,BUNDLE12,Oakville,Apple Pay,Web,7.58
2024-01-06 10:44,ORD000389,CUST0096,Conditioner,BEA-C-0016,24.66,1,STUDENT8,Kingston,Apple Pay,Web,10.66
2025-02-17 16:21,ORD000390,CUST0266,LED Bulb Pack,HOM-LBP-0007,21.77,1,NONE,Windsor,PayPal,Mobile,10.07
2025-02-04 14:39,ORD000391,CUST0041,Granola,GRO-G-0023,8.29,1,NONE,Oakville,Apple Pay,Mobile,9.64
2025-12-21 21:42,ORD000392,CUST0151,Phone Charger,ELE-PC-0003,25.69,2,NONE,Oshawa,PayPal,Web,11.3
2025-12-13 17:27,ORD000393,CUST0168,Protein Bar Box,GRO-PBB-0024,19.5,3,NONE,Mississauga,PayPal,Web,9.55
